row_no,level,issue_code,message,sd_product_code,master_type,raw_value
292,warning,image_missing,No source image URLs found in 画像1〜3.,SASN19291AT,,
293,warning,image_missing,No source image URLs found in 画像1〜3.,SANT19292AT,,
294,warning,image_missing,No source image URLs found in 画像1〜3.,SAPR19293AT,,
295,warning,image_missing,No source image URLs found in 画像1〜3.,SANT19294AT,,
296,warning,image_missing,No source image URLs found in 画像1〜3.,SANT19295AT,,
297,warning,image_missing,No source image URLs found in 画像1〜3.,OOMX19296AT,,
298,warning,image_missing,No source image URLs found in 画像1〜3.,OOMX19297AT,,
299,warning,image_missing,No source image URLs found in 画像1〜3.,SAMX19298AT,,
300,warning,image_missing,No source image URLs found in 画像1〜3.,OOLF19299AT,,
300,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",OOLF19299AT,,
301,warning,image_missing,No source image URLs found in 画像1〜3.,SATR19300AT,,
302,warning,image_missing,No source image URLs found in 画像1〜3.,SANT19301AT,,
303,warning,image_missing,No source image URLs found in 画像1〜3.,OOTG19302AT,,
304,warning,image_missing,No source image URLs found in 画像1〜3.,OONT19303AT,,
305,warning,image_missing,No source image URLs found in 画像1〜3.,OOTC19304AT,,
306,warning,image_missing,No source image URLs found in 画像1〜3.,OOCY19305AT,,
307,warning,image_missing,No source image URLs found in 画像1〜3.,OOCY19306AT,,
308,warning,image_missing,No source image URLs found in 画像1〜3.,OOCY19307AT,,
309,warning,image_missing,No source image URLs found in 画像1〜3.,OOSN19308AT,,
310,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS19309AT,,
310,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS19309AT,,
311,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS19310AT,,
311,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS19310AT,,
312,warning,image_missing,No source image URLs found in 画像1〜3.,OOLF19311AT,,
312,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",OOLF19311AT,,
313,warning,image_missing,No source image URLs found in 画像1〜3.,OONT19312AT,,
314,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV19313AT,,
315,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19314AT,,
316,warning,image_missing,No source image URLs found in 画像1〜3.,OOMX19315AT,,
317,warning,image_missing,No source image URLs found in 画像1〜3.,OOSN19316AT,,
318,warning,image_missing,No source image URLs found in 画像1〜3.,HYPR19317AT,,
319,warning,image_missing,No source image URLs found in 画像1〜3.,OOPR19318AT,,
320,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT16319AT,,
321,warning,maker_unregistered,maker is empty.,ATOTAT320AT,maker,
321,warning,store_unregistered,store is empty.,ATOTAT320AT,store,
321,warning,category_unregistered,category is empty.,ATOTAT320AT,category,
321,warning,image_missing,No source image URLs found in 画像1〜3.,ATOTAT320AT,,
321,warning,sd_product_code_validation,"Legacy purchase year code AT is accepted for existing data. | Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",ATOTAT320AT,,
322,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL19321AT,,
323,warning,image_missing,No source image URLs found in 画像1〜3.,OOCY19322AT,,
324,warning,image_missing,No source image URLs found in 画像1〜3.,OOCY19323AT,,
325,warning,image_missing,No source image URLs found in 画像1〜3.,OOBM19324AT,,
325,warning,sd_product_code_validation,"Maker legacy code BM is shared by ['BODY_MAKER', 'BODY_MASTERS'].",OOBM19324AT,,
326,warning,image_missing,No source image URLs found in 画像1〜3.,OOIC19325AT,,
327,warning,image_missing,No source image URLs found in 画像1〜3.,OOCP19326AT,,
328,warning,image_missing,No source image URLs found in 画像1〜3.,OOSN19327AT,,
329,warning,image_missing,No source image URLs found in 画像1〜3.,OONT19328AT,,
330,warning,image_missing,No source image URLs found in 画像1〜3.,SANB19329AT,,
331,warning,image_missing,No source image URLs found in 画像1〜3.,SAUV19330AT,,
332,warning,image_missing,No source image URLs found in 画像1〜3.,SANT19331AT,,
333,warning,image_missing,No source image URLs found in 画像1〜3.,SANT19332AT,,
334,warning,image_missing,No source image URLs found in 画像1〜3.,SANT19333AT,,
335,warning,image_missing,No source image URLs found in 画像1〜3.,SANT19334AT,,
336,warning,image_missing,No source image URLs found in 画像1〜3.,OOMG19335AT,,
337,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL19336AT,,
338,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY19337AT,,
339,warning,image_missing,No source image URLs found in 画像1〜3.,OOCY19338AT,,
340,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY19339AT,,
341,warning,image_missing,No source image URLs found in 画像1〜3.,OOLF19340AT,,
341,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",OOLF19340AT,,
342,warning,image_missing,No source image URLs found in 画像1〜3.,OOLF19341AT,,
342,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",OOLF19341AT,,
343,warning,image_missing,No source image URLs found in 画像1〜3.,OOLF19342AT,,
343,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",OOLF19342AT,,
344,warning,image_missing,No source image URLs found in 画像1〜3.,OOLF19343AT,,
344,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",OOLF19343AT,,
345,warning,image_missing,No source image URLs found in 画像1〜3.,OOUS19344AT,,
345,warning,sd_product_code_validation,Legacy maker code US is accepted for expected UE.,OOUS19344AT,,
346,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV19345AT,,
347,warning,image_missing,No source image URLs found in 画像1〜3.,OOMX19346AT,,
348,warning,image_missing,No source image URLs found in 画像1〜3.,SACY19347AT,,
349,warning,image_missing,No source image URLs found in 画像1〜3.,SACY19348AT,,
350,warning,image_missing,No source image URLs found in 画像1〜3.,SACY19349AT,,
351,warning,image_missing,No source image URLs found in 画像1〜3.,SAMX19350AT,,
352,warning,image_missing,No source image URLs found in 画像1〜3.,SAMX19351AT,,
353,warning,image_missing,No source image URLs found in 画像1〜3.,MIpt19352AT,,
354,warning,image_missing,No source image URLs found in 画像1〜3.,MDHZMD353AT,,
355,warning,image_missing,No source image URLs found in 画像1〜3.,MDHZMD354AT,,
356,warning,image_missing,No source image URLs found in 画像1〜3.,SAMX19355AT,,
357,warning,image_missing,No source image URLs found in 画像1〜3.,OOLF19356AT,,
357,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",OOLF19356AT,,
358,warning,image_missing,No source image URLs found in 画像1〜3.,SANBAT357AT,,
358,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,SANBAT357AT,,
359,warning,image_missing,No source image URLs found in 画像1〜3.,SANBAT358AT,,
359,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,SANBAT358AT,,
360,warning,image_missing,No source image URLs found in 画像1〜3.,SATCAT359AT,,
360,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,SATCAT359AT,,
361,warning,image_missing,No source image URLs found in 画像1〜3.,SANBAT360AT,,
361,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,SANBAT360AT,,
362,warning,image_missing,No source image URLs found in 画像1〜3.,SASNAT361AT,,
362,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,SASNAT361AT,,
363,warning,image_missing,No source image URLs found in 画像1〜3.,OOCYAT362AT,,
363,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,OOCYAT362AT,,
364,warning,image_missing,No source image URLs found in 画像1〜3.,OOPMAT363AT,,
364,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,OOPMAT363AT,,
365,warning,image_missing,No source image URLs found in 画像1〜3.,OOLFAT364AT,,
365,warning,sd_product_code_validation,"Legacy purchase year code AT is accepted for existing data. | Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",OOLFAT364AT,,
366,warning,image_missing,No source image URLs found in 画像1〜3.,OOMXAT365AT,,
366,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,OOMXAT365AT,,
367,warning,image_missing,No source image URLs found in 画像1〜3.,OOMXAT366AT,,
367,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,OOMXAT366AT,,
368,warning,image_missing,No source image URLs found in 画像1〜3.,SAELAT367AT,,
368,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,SAELAT367AT,,
369,warning,image_missing,No source image URLs found in 画像1〜3.,SAELAT368AT,,
369,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,SAELAT368AT,,
370,warning,image_missing,No source image URLs found in 画像1〜3.,SANBAT369AT,,
370,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,SANBAT369AT,,
371,warning,image_missing,No source image URLs found in 画像1〜3.,OOKS19370AT,,
372,warning,image_missing,No source image URLs found in 画像1〜3.,HYTS19371AT,,
373,warning,image_missing,No source image URLs found in 画像1〜3.,SAPR19372AT,,
374,warning,image_missing,No source image URLs found in 画像1〜3.,SAKS19373AT,,
375,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV19374AT,,
376,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV19375AT,,
377,warning,image_missing,No source image URLs found in 画像1〜3.,MINT19376AT,,
378,warning,image_missing,No source image URLs found in 画像1〜3.,MIBm19377AT,,
378,warning,sd_product_code_validation,"Maker legacy code BM is shared by ['BODY_MAKER', 'BODY_MASTERS'].",MIBm19377AT,,
379,warning,image_missing,No source image URLs found in 画像1〜3.,SABS19378AT,,
380,warning,image_missing,No source image URLs found in 画像1〜3.,SACY19379AT,,
381,warning,image_missing,No source image URLs found in 画像1〜3.,SAMX19380AT,,
382,warning,image_missing,No source image URLs found in 画像1〜3.,SAKS19381AT,,
383,warning,image_missing,No source image URLs found in 画像1〜3.,SACY19382AT,,
384,warning,image_missing,No source image URLs found in 画像1〜3.,SABS19383AT,,
385,warning,image_missing,No source image URLs found in 画像1〜3.,SAKS19384AT,,
386,warning,image_missing,No source image URLs found in 画像1〜3.,SANB19385AT,,
387,warning,image_missing,No source image URLs found in 画像1〜3.,SATG19386AT,,
388,warning,image_missing,No source image URLs found in 画像1〜3.,OOMX19387AT,,
389,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19388AT,,
390,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19389AT,,
391,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19390AT,,
392,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19391AT,,
393,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19392AT,,
394,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19393AT,,
395,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19394AT,,
396,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19395AT,,
397,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19396AT,,
398,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19397AT,,
399,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19398AT,,
400,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19399AT,,
401,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19400AT,,
402,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19401AT,,
403,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19402AT,,
404,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19403AT,,
405,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19404AT,,
406,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19405AT,,
407,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19406AT,,
408,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19407AT,,
409,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19408AT,,
410,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19409AT,,
411,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19410AT,,
412,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19411AT,,
413,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19412AT,,
414,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19413AT,,
415,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19414AT,,
416,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19415AT,,
417,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19416AT,,
418,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19417AT,,
419,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19418AT,,
420,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19419AT,,
421,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19420AT,,
422,warning,category_unregistered,category is empty.,OOZV19421AT,category,
422,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19421AT,,
423,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19422AT,,
424,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19423AT,,
425,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19424AT,,
426,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19425AT,,
427,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19426AT,,
428,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19427AT,,
429,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19428AT,,
430,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19429AT,,
431,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19430AT,,
432,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19431AT,,
433,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19432AT,,
434,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19433AT,,
435,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19434AT,,
436,warning,image_missing,No source image URLs found in 画像1〜3.,OOHZ19435AT,,
437,warning,image_missing,No source image URLs found in 画像1〜3.,HYAL20436AT,,
438,warning,image_missing,No source image URLs found in 画像1〜3.,SAAL19437AT,,
439,warning,image_missing,No source image URLs found in 画像1〜3.,SACY19438AT,,
440,warning,image_missing,No source image URLs found in 画像1〜3.,SAUV19439AT,,
441,warning,image_missing,No source image URLs found in 画像1〜3.,SAKS19440AT,,
442,warning,image_missing,No source image URLs found in 画像1〜3.,SANP19441AT,,
443,warning,image_missing,No source image URLs found in 画像1〜3.,SABm19442AT,,
443,warning,sd_product_code_validation,"Maker legacy code BM is shared by ['BODY_MAKER', 'BODY_MASTERS'].",SABm19442AT,,
444,warning,image_missing,No source image URLs found in 画像1〜3.,SAMC19443AT,,
444,warning,sd_product_code_validation,"Maker legacy code MC is shared by ['MAXICAM', 'MUSCLE_CLAMP'].",SAMC19443AT,,
445,warning,image_missing,No source image URLs found in 画像1〜3.,SAKS19444AT,,
446,warning,image_missing,No source image URLs found in 画像1〜3.,SAIT19445AT,,
447,warning,image_missing,No source image URLs found in 画像1〜3.,SALF19446AT,,
447,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",SALF19446AT,,
448,warning,image_missing,No source image URLs found in 画像1〜3.,SALF19447AT,,
448,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",SALF19447AT,,
449,warning,image_missing,No source image URLs found in 画像1〜3.,HYLF19448AT,,
449,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",HYLF19448AT,,
450,warning,image_missing,No source image URLs found in 画像1〜3.,HYHS19449AT,,
450,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",HYHS19449AT,,
451,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY19450AT,,
452,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY19451AT,,
453,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY19452AT,,
454,warning,image_missing,No source image URLs found in 画像1〜3.,SAIT20453AT,,
455,warning,image_missing,No source image URLs found in 画像1〜3.,HYBm20454AT,,
455,warning,sd_product_code_validation,"Maker legacy code BM is shared by ['BODY_MAKER', 'BODY_MASTERS'].",HYBm20454AT,,
456,warning,image_missing,No source image URLs found in 画像1〜3.,HYMG20455AT,,
457,warning,image_missing,No source image URLs found in 画像1〜3.,HYMG20456AT,,
458,warning,image_missing,No source image URLs found in 画像1〜3.,HYMG20457AT,,
459,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT20458AT,,
460,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT20459AT,,
461,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT20460AT,,
462,warning,image_missing,No source image URLs found in 画像1〜3.,HYNB20461AT,,
463,warning,image_missing,No source image URLs found in 画像1〜3.,HYSD20462AT,,
464,warning,image_missing,No source image URLs found in 画像1〜3.,HYMX20463AT,,
465,warning,image_missing,No source image URLs found in 画像1〜3.,HYPR20464AT,,
466,warning,image_missing,No source image URLs found in 画像1〜3.,MITC20465AT,,
467,warning,image_missing,No source image URLs found in 画像1〜3.,HYAL20466AT,,
468,warning,image_missing,No source image URLs found in 画像1〜3.,MINB20467AT,,
469,warning,image_missing,No source image URLs found in 画像1〜3.,SANB20468AT,,
470,warning,image_missing,No source image URLs found in 画像1〜3.,SANB20469AT,,
471,warning,image_missing,No source image URLs found in 画像1〜3.,SANB20470AT,,
472,warning,image_missing,No source image URLs found in 画像1〜3.,SASN20471AT,,
473,warning,image_missing,No source image URLs found in 画像1〜3.,SATS20472AT,,
474,warning,image_missing,No source image URLs found in 画像1〜3.,SAUS20473AT,,
474,warning,sd_product_code_validation,Legacy maker code US is accepted for expected UE.,SAUS20473AT,,
475,warning,image_missing,No source image URLs found in 画像1〜3.,SANB20474AT,,
476,warning,image_missing,No source image URLs found in 画像1〜3.,SANB20475AT,,
477,warning,image_missing,No source image URLs found in 画像1〜3.,SANB20476AT,,
478,warning,image_missing,No source image URLs found in 画像1〜3.,SANB20477AT,,
479,warning,image_missing,No source image URLs found in 画像1〜3.,SANB20478AT,,
480,warning,image_missing,No source image URLs found in 画像1〜3.,SANB20479AT,,
481,warning,image_missing,No source image URLs found in 画像1〜3.,SANB20480AT,,
482,warning,image_missing,No source image URLs found in 画像1〜3.,SANB20481AT,,
483,warning,image_missing,No source image URLs found in 画像1〜3.,SATS20482AT,,
484,warning,image_missing,No source image URLs found in 画像1〜3.,SAPB20483AT,,
484,warning,sd_product_code_validation,"Maker legacy code PB is shared by ['PB', 'POWER_BLOCK'].",SAPB20483AT,,
485,warning,image_missing,No source image URLs found in 画像1〜3.,SApt20484AT,,
486,warning,image_missing,No source image URLs found in 画像1〜3.,HYUS20485AT,,
486,warning,sd_product_code_validation,Legacy maker code US is accepted for expected UE.,HYUS20485AT,,
487,warning,image_missing,No source image URLs found in 画像1〜3.,HYUS20486AT,,
487,warning,sd_product_code_validation,Legacy maker code US is accepted for expected UE.,HYUS20486AT,,
488,warning,image_missing,No source image URLs found in 画像1〜3.,HYUS20487AT,,
488,warning,sd_product_code_validation,Legacy maker code US is accepted for expected UE.,HYUS20487AT,,
489,warning,image_missing,No source image URLs found in 画像1〜3.,HYEL15488AT,,
490,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY19489AT,,
491,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT20490AT,,
492,warning,image_missing,No source image URLs found in 画像1〜3.,HYHZ18491AT,,
493,warning,image_missing,No source image URLs found in 画像1〜3.,HYNS20492AT,,
494,warning,image_missing,No source image URLs found in 画像1〜3.,HYNB20493AT,,
495,warning,image_missing,No source image URLs found in 画像1〜3.,SAIV20494AT,,
496,warning,image_missing,No source image URLs found in 画像1〜3.,SAIV20495AT,,
497,warning,image_missing,No source image URLs found in 画像1〜3.,SAIV20496AT,,
498,warning,image_missing,No source image URLs found in 画像1〜3.,SAIV20497AT,,
499,warning,image_missing,No source image URLs found in 画像1〜3.,SASN20498AT,,
500,warning,image_missing,No source image URLs found in 画像1〜3.,SASN20499AT,,
501,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG20500AT,,
502,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG20501AT,,
503,warning,image_url_suspicious,画像1 is not a URL and was excluded from source_image_urls_json.,HYTG20502AT,image,池田
503,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG20502AT,,
504,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG20503AT,,
505,warning,image_missing,No source image URLs found in 画像1〜3.,HYMC20504AT,,
505,warning,sd_product_code_validation,"Maker legacy code MC is shared by ['MAXICAM', 'MUSCLE_CLAMP'].",HYMC20504AT,,
506,warning,image_missing,No source image URLs found in 画像1〜3.,HYMC20505AT,,
506,warning,sd_product_code_validation,"Maker legacy code MC is shared by ['MAXICAM', 'MUSCLE_CLAMP'].",HYMC20505AT,,
507,warning,image_missing,No source image URLs found in 画像1〜3.,HYNB20506AT,,
508,warning,image_missing,No source image URLs found in 画像1〜3.,HYFL20507AT,,
509,warning,image_missing,No source image URLs found in 画像1〜3.,HYMC20508AT,,
509,warning,sd_product_code_validation,"Maker legacy code MC is shared by ['MAXICAM', 'MUSCLE_CLAMP'].",HYMC20508AT,,
510,warning,image_missing,No source image URLs found in 画像1〜3.,HYTS20509AT,,
511,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV20510AT,,
512,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV20511AT,,
513,warning,image_missing,No source image URLs found in 画像1〜3.,HYMC20512AT,,
513,warning,sd_product_code_validation,"Maker legacy code MC is shared by ['MAXICAM', 'MUSCLE_CLAMP'].",HYMC20512AT,,
514,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV20513AT,,
515,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY20514AT,,
516,warning,image_missing,No source image URLs found in 画像1〜3.,MDHZ20515AT,,
517,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV20516AT,,
518,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV20517AT,,
519,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV20518AT,,
520,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV20519AT,,
521,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV20520AT,,
522,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV20521AT,,
523,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV20522AT,,
524,warning,image_missing,No source image URLs found in 画像1〜3.,SATG20523AT,,
525,warning,image_missing,No source image URLs found in 画像1〜3.,SANB20524AT,,
526,warning,image_missing,No source image URLs found in 画像1〜3.,SAMG20525AT,,
527,warning,image_missing,No source image URLs found in 画像1〜3.,SABS20526AT,,
528,warning,image_missing,No source image URLs found in 画像1〜3.,SABS20527AT,,
529,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL20528AT,,
530,warning,image_missing,No source image URLs found in 画像1〜3.,MDHZ20529AT,,
531,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL20530AT,,
532,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL20531AT,,
533,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL20532AT,,
534,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL20533AT,,
535,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL20534AT,,
536,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL20535AT,,
537,warning,image_missing,No source image URLs found in 画像1〜3.,HYZV20536AT,,
538,warning,image_missing,No source image URLs found in 画像1〜3.,HYZV20537AT,,
539,warning,image_missing,No source image URLs found in 画像1〜3.,HYZV20538AT,,
540,warning,image_missing,No source image URLs found in 画像1〜3.,HYZV20539AT,,
541,warning,image_missing,No source image URLs found in 画像1〜3.,HYZV20540AT,,
542,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV20541AT,,
543,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL20542AT,,
544,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL20543AT,,
545,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT20544AT,,
546,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL20545AT,,
547,warning,image_missing,No source image URLs found in 画像1〜3.,HYLF20546AT,,
547,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",HYLF20546AT,,
